,A5S03,A5S04,A502N,A502S,A505S,A506N,A506S,A509N,A509S,KW01,KW1S05,KW1S08,KW1S11,KW1S15,KW1S21,KW12,KW23,KW34,KW45,KW56,KW67,KW78,KW89,KW101N,KW101S,KW910,PRZ12,PRZ23,PRZ34,PRZ45,PRZ56,PRZ67,PRZ78,PRZ89,PRZ910,PRZ1015,PRZ1520,WS01,WS12,WS23,WS34,WS45,WS56,WS67,WS78,WS89,WS910,WS1015,WS1520
KW89_k141_755179||0_partial_vs2_33288,0,0,0.011472372,0,0,0.092777126,0,0.030285917,0,48.02435,0,0.014958731,0,0,0,56.850227,49.389175,52.388683,43.225105,39.690117,10.578458,0.65065455,70.66232,0.009871748,0,31.096607,35.212227,66.993675,66.50391,57.243168,66.12113,18.464046,2.2436826,1.5658351,3.799451,0.08797826,0.4643174,32.878468,51.183468,54.033146,43.88444,44.96751,47.261806,0,3.260609,1.9191284,35.674232,44.64573,51.93892
PRZ1015_k141_9416||full_vs2_16992,0.048551526,0.09242634,0,0,0,0,0,0,0.2368964,0,0,0.087914236,0.120223165,0,0.03509435,0,0,0,0,0.16649787,0,0,0.0867267,0,0.18753149,0,0.09946957,0.07901461,0.02286884,0,0.061859556,0,0,0,0,45.143204,0,0,0,0,0,0.12023631,0.11141727,0,0,0,0,0.07729805,0.00898141
PRZ12_k141_1136017||full_vs2_11709,0.49320292,0.7041736,0,11.226175,0,0,0.8093324,0,6.0161853,0,3.8836522,4.5503664,0.78510064,11.732436,7.4355783,1.5311543,0.9402491,2.288838,0.29311016,0.24162027,0.12005562,0,0.0839047,0,0.9525043,0,46.26398,7.510578,3.3850808,0.23394641,0.4488503,0,0,0,0.84168446,0,0,0.5664942,0,0.18481618,0.27110144,0,0.873114,0,0,0,0.43715408,3.5334897,0.026067492
PRZ12_k141_185780||full_vs2_22188,0.018590849,0.03539094,0,0.99846935,0.27522314,0,0.49828213,0,0.18141985,0,0.78436583,0.15709499,0.6444846,0.5078894,0.37626305,0.1795594,0.3307907,0,0.07733971,0,0,0,0,0,0.2872305,0,54.38947,1.6035392,0.26270103,0,0.18949299,0,0,0,0,0,0,0,0.23612867,0.048765384,0.20029105,0.030693097,0,0.5076469,0,0,0.11534697,0,0
PRZ12_k141_2215185||full_vs2_69130,0,0.1931046,0,0,0,0,0,0,0.05822861,0,0.016241966,0.036015205,0,0.24063744,0.017252225,0,0,0,0,0,0,0,0,0,0,0,138.68921,8.982496,0.88813543,0.09410945,0.4054651,0.014101422,0,0,0,0,0,0.095950834,0,0,0,0,0,0,0,0,0,0,0
PRZ23_k141_1644821||full_vs2_15269,1.3777709,2.982824,0,0.9672774,1.0498369,0,12.412696,0,3.5589848,2.4731822,2.6840303,2.7393727,6.6225805,4.0416183,9.412135,4.5661874,4.5665107,5.01483,2.022938,2.4087179,0.230161,0.059103925,0.22519748,0,13.669398,0,1.3836752,52.714542,13.182804,0.8073058,1.1014396,0.6384382,0,0,0,0,0,1.3032447,2.539148,1.228291,5.0310245,6.065787,1.711061,0,0,0,0.08380767,0.17204121,0.0199898
PRZ23_k141_468890||full_vs2_14843,122.111275,260.949,0,334.68124,144.40709,0.43000883,157.69647,0,611.1373,251.8722,304.09515,282.77228,485.6939,314.641,361.45792,228.55421,188.27371,188.93948,56.418148,70.07865,20.172523,52.653,32.01882,0.26566926,363.4578,4.399384,91.38146,77.06723,57.51711,18.339676,37.249065,5.221255,0.085285544,0.10641384,0.6639684,7.801195,7.1548223,112.39102,129.11862,91.29102,143.37187,97.911026,93.13591,0,8.978615,0.4729646,157.51112,60.084328,16.08067
PRZ23_k141_734180||full_vs2_42594,0.07747453,0.08296107,0,0.12136158,0.035842203,0,0.6674512,0,0,1.714056,2.820593,1.0872188,0.3357239,5.9339037,0.12600152,0.18707159,0.086157486,0.089885235,0,0,0,0,0,0,0.11221774,0,4.3054256,40.867302,0.30106077,0.08038921,0.4030674,0,0,0,0,0,0,0.3114561,0.19680604,0.016935192,0.029810086,0.0159886,0,0,0,0,0,0.030836469,0.007165898
PRZ23_k141_1738499||full_vs2_23428,0.21128246,0.083794415,0,0.28368664,0,0,0.13483115,0,0.3436353,3.0088344,3.4746249,1.6365826,0.39238277,7.9022703,0.4836154,0.08502783,0,0.24512796,0,0,0,0,0,0,0,0,3.0300434,36.61993,0.1658645,0,0.463614,0,0,0,0,0,0,0,0.22363083,0,0.05419715,0,0,0,0,0,0,0,0.006514092
PRZ23_k141_1934540||full_vs2_35752,0.611495,0.06589177,0,0.5370375,0.10675366,0,0.17670755,0,1.5199747,0,1.0049738,0.30641133,0.19998637,0.16510507,0.23351212,0,0.051322892,0.053543463,0,0,0,0.025242163,0,0,0.1336933,0,0.14182594,45.252083,2.7389798,0.047886804,0.07840066,0.027266484,0,0,0,0,0,0,0.1758522,0,0.03551496,0.019048402,0.12708898,0,0,0,0,0,0
PRZ23_k141_1024736||0_partial_vs2_11976,47.325188,64.749374,0,57.40762,49.33354,0.9799421,27.826982,0.4389464,162.34476,46.667725,80.2072,99.580925,174.15927,92.30463,112.28363,56.72035,61.898632,64.41694,40.836994,37.009907,8.333911,0.37677765,16.345291,0.74085593,55.210926,2.1119132,55.605686,221.0227,178.10254,12.866099,22.468779,16.930937,0.21140502,0,3.085948,0,0.041632183,71.72545,21.698854,16.232504,23.219025,30.593513,27.759378,0,3.0401385,0.058619022,127.15385,53.08193,15.330027
PRZ34_k141_2369056||full_vs2_89632,0,0.004380434,0.08095273,0,0,0.14930956,0,0.031332996,0,65.72464,0.006263427,0.005555451,0.011395662,0.005986941,0.013306033,73.829994,65.570015,66.31401,47.709587,44.789112,12.821151,3.9468434,97.65268,0.2566355,0,55.563625,42.918438,72.484375,74.2301,59.789543,70.88211,18.945868,2.3585794,1.4626311,4.1415524,48.631218,1.5019021,36.557728,79.02791,77.62073,53.448483,56.42989,59.576557,0.027925719,4.368588,1.4724653,43.073147,49.720314,61.373806
PRZ34_k141_105117||full_vs2_49166,0,0.047914464,0,0,0.093153566,0,0.09637221,0,0.16374502,0.05120479,0.07992972,0.50639284,0.20774846,0.03274345,0.36386317,0,0,0,0.034902446,0,0,0,0,0,0.38887057,0,0.44690293,1.2151979,30.223282,0.5850064,0.29217902,0.019827347,0,0,0,0,0,0.13491195,0,0.007335736,0.05165077,0,0,0,0,0,0.026027324,0.026714573,0
PRZ34_k141_283571||full_vs2_38031,0.22777128,0.061943218,0,0,0,0,0,0,0,0,0.29523468,0.052372664,0,0.028220212,0.031359848,0.104758315,0,0,0,0,0,0,0,0,0.08378783,0,27.376488,8.631634,26.361528,4.303644,1.391135,0,0,0,0,0.5508901,0,0,0,0,0,0.017906928,0,0,0,0,0,0,0
PRZ45_k141_424833||full_vs2_10401,969.7034,1618.4119,0.07343377,1072.1665,1087.6426,6.057364,1060.2302,7.601996,4063.4644,1462.6923,1791.8385,2240.1118,3061.8914,2110.1643,2610.498,1315.3806,1267.8972,1383.4907,597.49475,674.0303,213.40733,13.362034,264.8083,1.0742011,1576.2642,30.860685,828.3558,671.0499,467.08188,193.17958,328.7795,80.69702,4.0163903,2.5816276,15.081556,5.2415533,1.4380935,1291.4132,528.8084,396.48947,536.837,614.03625,484.9772,0.2406536,60.433163,0.87744236,1059.0624,775.1759,191.99402
PRZ56_k141_668970||full_vs2_19227,6.457618,12.0481615,0,7.9504266,8.773924,0.14991802,5.2573137,0.056179795,22.610762,6.9396853,13.139418,17.196457,28.899479,15.60157,20.748959,5.6983275,9.734197,6.869805,3.4807575,3.0409696,0.5848989,0.37549606,1.0091639,0,12.26419,0.16742168,7.9995327,8.484312,5.4366255,1.958968,35.17028,1.1661268,0.39503613,0.041075066,0.5980044,0.046867114,0,6.899757,2.3979387,2.0634298,2.6085384,4.8879466,2.284407,0,0.6431174,0,12.712068,4.4061704,0.69055265
PRZ56_k141_1740033||full_vs2_10725,20.768917,31.300343,0,19.761332,29.892698,0,15.020983,0.114143714,54.98488,23.473516,35.64716,46.24284,87.61797,53.487026,59.32651,23.774366,31.650888,28.379623,13.520105,9.408457,2.3592691,0.16829051,2.999992,0.18383819,31.04829,0,12.213472,35.99088,28.442057,5.2678437,44.135506,1.7724205,0.767208,0.14727278,0.7657563,0.021004988,0,28.449581,6.7413783,7.0284176,7.162584,9.3977375,7.872897,0,0.89672655,0,24.221058,10.225917,3.6000812
PRZ56_k141_1211758||full_vs2_11508,0,0.136471,0,0,0,0,0,0,0.17489327,0,0.14635128,0,0.08875704,0.09326059,0,0.17309974,0,0,0,0,0,0,0,0,0,0,1.1749649,1.633353,3.781872,1.0116383,19.45499,0.21177253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRZ56_k141_613483||full_vs2_22210,0,0.15910147,0,0,0,0,0,0,0.2718602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6100273,1.9042057,0.96228296,0.18500306,19.435343,0.3511324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRZ56_k141_1281303||full_vs2_49629,0.09973857,0.5933432,0,0,0,0,0,0,0.04055435,0,0.16968009,0,0,0,0,0,0,0,0,0,0,0,0.009897843,0,0,0,0.11919753,0.6492734,0.49328017,2.0008233,340.0581,0.10803305,0.02550713,0,0,0,0,0,0.021113554,0.09447488,1.4071449,0.41166565,0.41961804,0,0.027683679,0,0.15470704,0,0.26138008
PRZ56_k141_1154892||full_vs2_13126,0.06285141,3.5894601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48553026,0,0,0.20457354,0.1184176,0.15651828,23.356388,0.22280161,0.096441664,0,0,0,0,0,0,0.054954864,0,0,0,0,0,0,0,0,0
PRZ56_k141_1360827||full_vs2_13028,37.582905,59.008587,0,47.7272,37.61581,0.647953,27.277225,0.6135439,112.46738,33.623814,65.28449,82.6343,134.85075,84.85111,94.93202,37.155647,38.168316,50.986897,33.587925,25.914164,8.038608,0.06927063,12.5746,0.10089369,46.839226,2.294356,40.282703,64.97694,47.48473,9.17263,41.577827,8.2308445,1.5060904,0.12123891,2.3324473,0,0.076540835,48.36834,15.925179,10.879861,15.788793,21.798027,16.827818,0,1.7400651,0,77.98968,29.337852,9.488473
PRZ56_k141_836349||full_vs2_11467,0.0719445,0.06847948,0,0,0,0,0,0,0.87759304,0,0.14687455,0,0.08907439,0,0.104006834,0,0.16001534,0,0.29929596,1.1513574,0.30647323,1.3379073,0.9424297,0,0,0,0.589583,3.5125566,9.895134,8.062322,22.793924,0.51007134,0,0,0,0.49114525,0,0,0,0,0,0.95023066,0.95758027,0,0,0,1.0043545,0.286354,0.23955858
PRZ56_k141_112652||full_vs2_10060,0,2.5758834,0,0,0,0,0,0,0,0,0.05580552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13346085,0.11588092,0.068073526,15.498586,0,0,0,0,0,0,0,0.20831901,0.07170354,0,0,0,0,0,0,0,0,0
PRZ56_k141_2049927||full_vs2_11070,0.07452462,4.9654737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17994867,0.16575393,0,0,0,0,0,0,0,0,0,0,0,0.14041096,0,20.066502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRZ56_k141_1251624||full_vs2_18441,104.99679,226.749,0,276.2697,125.379906,0.2679564,154.935,0.6365075,533.04535,197.54204,266.9871,240.91296,447.03915,284.27173,338.85748,175.75163,144.77382,165.88194,48.946537,67.40046,19.36206,27.307167,27.196774,0,345.506,3.266721,87.48351,77.86606,53.01696,17.06386,35.94734,5.524097,0.4461963,0,1.2469857,5.7293863,0.216295,112.94331,117.73406,73.32288,109.61507,82.42683,74.96428,0,4.6937003,0.30454808,134.06549,55.02083,14.0769615
PRZ56_k141_254554||full_vs2_30403,9.429437,13.973045,0,8.962755,10.394342,0,6.3897533,0.17053615,26.281311,7.3696866,16.637325,20.456364,32.655212,17.844433,27.086876,7.4038615,7.483706,9.31863,4.628264,4.3735547,1.1327968,0.14841592,1.5349113,0,14.830599,0.3176348,5.726055,12.541623,9.483663,2.6466568,35.06837,1.8276284,0.58291966,0.10390426,0.16207749,0,0,8.290534,3.3775868,1.9929729,2.6937356,4.950337,3.9728413,0,0.20335524,0,13.00578,3.801713,1.8371885
PRZ56_k141_1534507||full_vs2_20516,0,0.05741281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08943732,0,0,0,0,0,0,0,0,0,0,0,0.037881393,0.033379782,22.440508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRZ56_k141_1601268||full_vs2_37907,0.09793557,0.11393405,0,0.11688626,0.06041085,0,0.16666178,0,0.05309499,0.19924034,0.7849312,0.17076795,0,1.0617197,0.44047406,0.315303,0.14521562,0.10099907,0,0,0.018541843,0,0,0,0,0,64.36238,30.654873,30.701956,1.4271969,33.51494,0.90007377,0.03339471,0.04166778,0.38997874,0.011885853,1.328443,0,1.8520482,0.34252447,0.5359351,0.12575854,0.03995467,0,0.018122157,0,0.06751572,0,0.016103847
PRZ56_k141_1812235||0_partial_vs2_13198,82.448746,105.63863,0,122.70496,45.9225,0,49.54361,0,236.37228,132.9536,136.37366,195.62442,429.5241,120.107574,190.89752,123.46431,155.9898,138.51668,53.69856,73.59715,14.698509,2.1197298,20.247288,0,114.20148,1.8118423,44.3101,33.265305,27.411337,14.2692375,20.627327,7.57086,0.28774664,0.29919317,1.8668139,0.9046644,0,57.796963,47.47773,40.827335,48.391773,77.503395,74.16165,0,3.4353034,0.053191498,140.58994,68.76746,16.200151
PRZ56_k141_411921||0_partial_vs2_27893,8.9026375,10.2052355,0,5.3214803,5.6648474,0,10.758553,0,12.555296,2.527192,23.649273,10.9968405,15.380014,11.31228,15.777668,3.4994287,4.0127864,14.41222,3.5067139,5.747588,2.6206584,0,3.1611516,0,8.967949,0.7913548,20.32975,3.2250128,2.8698595,1.4362726,33.036236,1.6950245,0.36307126,0.31144923,0.88331157,0,0,8.560962,5.4847207,1.1378788,3.4823935,3.882047,0.33936867,0,0,0,2.3397493,2.8724182,0.27903843
PRZ56_k141_35597||0_partial_vs2_17651,2.4304204,4.5599995,0,4.14188,1.5568483,0.16330372,2.237001,0,7.411686,31.520887,3.625857,5.049707,11.920668,7.08361,7.229798,29.794142,27.443914,25.269312,19.49242,19.928354,5.535002,4.192485,31.781391,0,7.9433203,15.162782,19.246931,33.202198,32.934486,24.442602,31.482119,7.897619,1.5060766,1.3422759,1.9541947,0.6253837,0.4519513,17.098475,27.307716,26.195536,19.890123,22.725052,24.969547,0,1.6345916,0.8352189,21.024374,19.049507,22.661402
PRZ56_k141_728955||0_partial_vs2_18998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6749859,0,34.690533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRZ67_k141_676583||full_vs2_15515,3.7221484,4.4792137,0.19691516,3.9505532,2.4599788,0.17251581,4.2755594,0.069620945,7.134834,44.135956,5.102023,8.312476,13.693491,8.266356,9.33977,48.6613,50.97262,47.995953,44.794422,39.08329,11.597397,1.8031707,69.10008,0.08472079,5.44268,30.825264,38.074146,65.24864,63.065613,53.342216,59.596077,17.687078,1.8766062,2.1378994,2.170301,0.37752116,0,29.713125,56.86659,54.559433,44.07026,45.73775,47.076855,0,4.1177545,1.583677,42.889004,44.78339,50.94285
PRZ78_k141_978883||full_vs2_10441,0,0,4.718333,0,0,33.68086,0,0.7862546,0,0,1.4517666,0,0,0,0,0.19078937,0.351479,0.5500295,463.0656,279.99582,326.96277,2291.4531,117.99444,47.209667,0,1277.97,74.06001,169.8041,238.78714,360.119,210.87453,952.56354,1579.7296,1219.9868,1217.0046,0,0,38.117504,52.286854,40.34682,53.32602,62.551163,58.023624,496.48422,1570.572,1670.9736,136.28783,129.31952,54.300743
WS01_k141_1334052||full_vs2_24993,0.14853935,0.23564224,0,0.29546988,0.3665017,2.479622,0.9479127,0.1210128,0.3221177,0.10072959,0.24708673,0.139464,0.40868086,0.23617958,0.35789412,0.15940718,0.0734164,0.22977865,0.41195858,0.07546464,0.0281225,0,0.058962915,0.47333202,0.70123404,0.18399534,0.13525283,0.10743938,0.031095695,0,0.04205648,0,0,0,0,0,0,223.59746,0.12577657,0.072153956,0.050803456,0.10899347,0.01514986,0,0,0,0.15360212,0.02627633,0.04884956
WS01_k141_2034602||full_vs2_27678,9.8212805,16.299173,0,26.307152,6.7292747,0,2.6819987,1.1291599,34.831627,13.734653,32.230297,13.870819,8.783041,10.7797365,14.499801,11.371524,11.402635,17.290682,24.36568,8.1432,3.0219312,0.7173233,20.214598,0,8.174145,0.39875096,8.152322,5.602723,6.4160852,0.86598337,1.5443836,0.29937372,0,0,0.5934487,0.26045638,0,221.55803,5.300175,5.4469094,7.454703,8.070456,2.6129172,0,0,0,5.131953,0.9728195,3.3138192
WS01_k141_1940235||full_vs2_51949,0,0.007557934,0,0.014215248,0.10285703,0,0,0,0.07748645,0,0.01080682,0.11502348,0,0.02065955,0.011479012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.04156,1.290921,0.18745418,0.40329087,0,0,0,0,0,0.049265984,0.025283424,0.00587546
WS01_k141_1296095||full_vs2_14578,0.14147817,0.0538657,0,0,0,0,0,0,0.13806227,0.3453882,0,0.10247213,0,0,0,0.5465858,0,0,0,0,0,0,0,0,0,0,0.05797047,0.23024698,0,0,0,0,0,0,0,0,0,204.7528,8.841054,3.1173184,11.540631,0.5605859,0.05194683,0,0,0,1.053362,0.27029398,0.1046866
WS01_k141_531724||full_vs2_10189,0.3238738,0.15413763,0,0,0.22475162,0,0.31002295,0,0,0,0.22039591,0.09774192,0.20049386,0,1.8728375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.66048,7.1988535,0.6017636,3.5516076,0.40103158,0,0,0,0,0.5023689,0,0.029956251
WS01_k141_2125953||full_vs2_43878,0.0376037,0.10737784,0,0.050490078,0.034793355,0,0.07199107,0,0.045869727,0.11475157,0.10235718,0.2156201,0.116392724,0.14675823,0.23103818,0.22699666,0.041818134,0.043627467,0,0,0,0.041134868,0.005597567,0,0.21786782,0,0.03852015,0,0.008856086,0,0.023955457,0,0,0,0,0,0,466.21136,0.023880865,0.008219809,0.014468878,0.031041455,0.017258784,0,0,0,0,0,0
WS1015_k141_728720||full_vs2_12484,0,0,0.30590543,0,0,0.32984778,0,0.08652426,0,54.650105,0,0,0,0,0,59.67798,49.38522,55.96879,41.580746,43.13346,11.654373,9.831326,65.9472,0.10529021,0,36.578064,29.311558,68.66873,70.78242,55.10264,68.34004,21.278559,4.0053496,2.2141352,5.4602456,1.0466318,0.998452,29.488626,50.193134,51.078373,43.63301,47.023224,47.5272,0,4.6772923,1.3496085,29.00862,40.874302,48.51951
WS1015_k141_243820||full_vs2_13367,276.3125,489.7338,0.4856864,335.89325,359.65146,2.3258429,275.3071,3.8734267,1390.5157,408.3201,518.5223,657.1981,888.30414,608.7223,740.7309,366.0081,341.66647,381.22458,190.63963,197.11713,71.827225,3.6457489,80.99417,0.0737512,451.03046,10.871222,241.00371,189.48497,138.81235,56.022316,103.955826,24.868519,0.89967734,0.5908209,7.434286,0.55616,0.07459968,362.74277,138.51585,114.376816,149.98915,180.355,147.72275,0,18.08998,0.42015195,330.8523,290.7038,63.37622
WS1015_k141_1048784||full_vs2_37373,0.14348377,0.04202254,0.15327604,0,0,0.12119985,0,0.16763385,0,33.950645,0.0901298,0.11991319,0.9838914,0.14358532,0.39889973,29.63556,26.365,27.659391,72.11086,84.783875,24.749716,22.45701,35.42231,0.2461965,0,17.657091,58.475685,90.18912,92.29898,85.64597,93.15018,28.392258,2.8113651,2.5569205,5.779439,0.18686306,18.010128,45.96816,35.35526,34.153183,62.835926,67.53149,67.62703,0,6.1025233,1.5027349,59.0986,64.82369,81.294044
WS1015_k141_475930||0_partial_vs2_33901,0,0,0,0,0,0,0,0,0,151.93875,0,0,0,0,0,145.31413,139.8052,133.65726,132.56952,119.64343,33.73241,7.027783,214.9133,0,0,94.69572,166.94467,155.18839,155.04063,154.29198,158.08673,48.33755,5.619803,4.496086,12.233952,2.877366,3.2355723,116.320076,207.52275,211.76698,211.55939,232.34299,237.68762,0,15.278762,2.733454,152.83739,194.24129,241.88084
WS12_k141_423967||full_vs2_16481,0,0.071469046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.38905,1.531874,1.5793631,0,0.04594872,0,0,0,0,0,0.037039533
WS1520_k141_384726||full_vs2_13244,24.044487,46.514038,0,38.585003,31.757446,0.5441094,17.649725,0.26642644,108.20163,45.05102,55.741894,60.081398,92.47039,52.430397,66.09804,45.574272,49.737823,52.612507,23.063305,29.051792,7.801363,4.63358,12.796052,0,36.69183,1.8055493,22.524765,18.399641,11.002738,7.0322766,13.703788,3.7906835,0.3345384,0.3577848,0.6201099,0.11906898,0,17.028448,12.421595,12.581469,15.818906,17.071741,19.612453,0.09449706,3.4233718,0,105.027916,45.371696,19.946512
WS1520_k141_667071||full_vs2_10733,69.29342,95.29428,0,110.3608,42.672024,0,46.942368,0.026837328,223.71356,118.4529,124.384384,162.84274,349.7348,99.094734,157.512,108.389694,122.40619,125.20533,41.169613,65.98584,16.109657,3.026971,18.123837,0,94.559906,2.5278778,37.006798,31.147995,25.777899,14.483747,21.414738,6.4940314,0.41280413,1.1037227,1.3008153,1.6581573,0.046453647,55.002724,47.837868,36.89689,43.830738,79.44052,66.25238,0,3.0721996,0.261631,141.76045,67.91801,22.977844
WS1520_k141_574402||full_vs2_11090,90.86765,149.36824,0,85.56639,104.00304,0.38987473,63.233448,1.2142566,383.65988,132.80052,156.01854,196.93346,285.05704,197.90639,228.85046,105.97826,121.60943,123.59141,67.851395,62.246002,30.231464,0.89513403,27.528696,0.059262536,111.05462,4.3124785,71.70722,61.743397,41.907166,17.043304,32.16224,7.955116,0.114147276,0.071212836,3.184379,0.040627323,0,135.1737,45.731003,39.969517,46.656025,57.29398,46.467957,0,6.813817,0.063302204,134.65846,122.93594,31.25177
WS1520_k141_1469093||full_vs2_105342,0,0,0.11238313,0,0,0.22476757,0.014993184,0.045800865,0.057318214,70.81178,0.005329342,0,0.019392379,0.010188176,0.016982492,73.56044,68.68101,64.29291,54.994793,51.654266,15.352792,2.2445366,94.301834,0.20276529,0,46.24264,49.032784,84.37394,86.654,71.93265,82.51259,22.778637,2.403397,1.8142769,4.98181,1.9289668,1.353647,44.39181,76.005585,75.734215,57.934734,61.17025,62.768867,0.011880532,5.1647935,1.7526877,50.449253,56.475727,68.42352
WS1520_k141_1283835||full_vs2_12212,0,0.9645278,0,1.3908255,0.56255996,0,4.6559806,0,6.4276285,0.41230506,0.597629,0.24465093,0.92004395,0.21971072,0.9277875,0.65248346,0.90152115,1.2540361,1.1241491,0.6950045,0,0.07389927,0.64359003,0,3.9140213,0,0.96882653,1.1543949,0.82732314,0.7850864,0.97548854,0.55877984,0.10365979,0.06467003,0,0,0,0,0.34321803,0.5906793,1.3516623,1.1153266,1.488269,0,0.22501037,0,4.820204,6.937228,9.735085
WS1520_k141_431471||full_vs2_14431,0.4859257,1.6052247,0,0.40937865,1.3752766,0,1.422795,0,0.13946863,1.2211727,1.4782991,0.82812756,2.6188338,1.375857,1.8181846,1.6564605,0.6357481,0.7959057,0.29727903,0.13069695,0,0,0.527608,0,0.993653,0,0.2928049,1.2094803,1.023236,0.4745476,0.19423327,0.13510239,0,0,0.2276415,0,0,2.7578468,0.36305335,0.47486016,0.4399317,0.37753084,0.2886179,0,0,0,41.58826,4.778328,9.9725065
WS1520_k141_754639||0_partial_vs2_13656,12.444891,36.312828,0,51.53485,14.421463,0,5.204565,0.11601111,87.69329,23.044218,39.301533,11.996508,18.399849,17.015018,17.991003,20.42212,26.33565,31.119764,13.1314745,19.405046,6.0733857,2.1808076,12.302085,0,24.73438,1.0102364,19.926779,26.250626,14.597636,11.960272,18.806608,3.676319,0.092698686,0.23132697,1.2028027,0.49490008,37.934383,6.800171,7.5964127,12.598052,17.805613,13.414907,27.006136,0,3.9237416,0,120.319466,36.019806,18.193655
WS1520_k141_661131||0_partial_vs2_35513,0,0,0,0,0,0.2956788,0,0.010138718,0,42.108963,0,0,0,0.015110564,0,42.91117,35.80613,42.26059,32.954723,30.564682,9.163597,0.7623613,55.75727,0.38863662,0,26.571447,28.532288,55.310658,54.830944,43.3014,53.25686,13.999492,1.9783481,0.9784872,2.751994,0.050748404,0.3088704,28.483791,40.33462,43.5894,34.538338,33.50151,36.357502,0.035241153,2.8822272,1.0674727,28.646667,33.822792,40.803432
WS1520_k141_1503848||0_partial_vs2_21320,0,0.03683181,0,0,0,0,0,0,0,7.6754103,0,0,0,0,0,10.745013,6.62697,6.195391,6.9622498,10.438948,2.4725573,0.08465834,9.181576,0,0,3.2354095,9.830356,6.832732,8.730457,10.069932,9.334502,4.1608653,0.17812759,0.1481708,1.9645851,0,0,9.800283,8.256937,8.458461,10.154273,11.850742,12.094472,0,0.90219444,0,8.16293,10.19586,12.748696
WS23_k141_2033152||full_vs2_16927,0,0,0,0,0,0,0,0,0,0,0.13266462,0,0,0,0,0,0,0.22618136,0.1013773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4860954,14.918801,16.001787,27.716991,16.897722,8.097586,0,0.16233394,0,1.3607765,0.62075907,0.0540954
WS23_k141_2466316||full_vs2_11110,10.9528055,4.735556,0,28.847443,12.573326,3.2060432,71.22282,0.6676111,18.115858,10.423636,21.324238,31.642668,37.694023,22.411552,26.62253,23.129803,15.19446,18.60872,2.3940783,2.8011205,1.3918133,6.8232636,0.5526778,1.5380521,79.018036,0,0,0,0.24483451,0,0.09461004,0,0,0,0,0,0,3.582222,12.8269005,22.172527,7.3715243,4.8425255,3.3399427,0,0,0,2.418798,1.1822219,0.05494586
WS23_k141_2703332||full_vs2_13647,4.9872847,12.457501,0,12.554008,4.306918,0,11.457594,0.41158336,9.143815,4.0584574,6.828826,4.050123,3.6674278,3.853514,6.204872,3.9411492,3.2269,5.7511344,0.4401002,0.6910265,0.20601323,5.0919065,0.14397892,0,7.7054043,0,0.12385045,0.24595444,0.14237097,0.025090484,0.025673961,0,0,0,0,0,0,2.916281,12.899384,13.927783,15.770453,14.022581,7.9351625,0,0,0,0.18753709,0.0962445,0
